Hour,DryBulb,DewPnt,target_variable,Humidity
3,36,36,847,69
4,36,35,844,70
5,36,35,914,71
6,36,35,1000,72
7,37,35,985,72
8,36,35,1114,72
9,37,35,1077,72.5
10,37,35,1184,73
11,36,35,1226,76.50000001
12,36,35,1096,80
13,36,35,1143,80.5
14,36,34,1140,80.99999999
15,35,32,1021,80
16,34,31,1156,79
17,34,30,1052,75.49999999
18,32,29,1129,72
19,31,28,1325,81.50000003
20,32,27,1334,90.99999993
21,31,27,1185,78.5
22,30,26,1188,66
23,30,25,998,62.99999999
24,29,24,934,60
1,29,22,835,60
2,28,21,796,60
3,27,20,813,59.5
4,26,19,845,59
5,26,17,920,59.5
6,25,17,1035,60
7,25,16,1181,60
8,24,16,1197,60.00000002
9,24,15,1127,64
10,25,13,1240,68
11,26,12,1232,69
12,29,12,1182,70
13,29,11,1168,71
14,31,11,1234,72
15,32,11,1174,72
16,33,11,1182,72
17,33,11,1192,73
18,32,12,1348,74
19,30,12,1338,74
20,30,11,1368,74.00000001
21,29,12,1263,76
22,28,12,1264,78
23,28,13,1070,78.5
24,27,14,990,79
1,27,14,968,76.99999999
2,26,14,896,75.00000001
3,27,16,912,77.5
4,27,16,936,80
5,27,16,969,81
6,27,17,993,82
7,27,18,1078,84.00000001
8,27,18,1282,86.00000001
9,28,19,1133,87.5
10,29,20,1358,89
11,30,21,1288,89
12,32,22,1307,89
13,35,22,1293,88
14,37,22,1230,86.99999998
15,37,22,1270,83
16,36,23,1273,79
17,36,24,1154,74.49999999
18,35,25,1228,70
19,34,24,1578,66.49999999
20,34,25,1366,62.99999999
21,32,25,1238,62
22,31,25,1253,61
23,30,25,1076,59.5
24,31,26,1043,58
1,30,26,864,59.5
2,30,26,903,61.00000001
3,30,25,871,62
4,29,24,835,63
5,30,23,878,64
6,28,21,921,65
7,28,21,1084,64
8,28,21,1220,63.00000002
9,29,21,1198,66
10,30,19,1334,69
11,31,18,1442,70
12,32,16,1181,71
13,34,15,1095,73.00000001
14,35,14,1120,75.00000001
15,36,12,1036,76.5
16,35,13,1022,78
17,35,13,989,78.5
18,33,12,1228,79
19,30,12,1214,79.5
20,28,12,1146,80.00000001
21,27,11,1122,82.5
22,25,11,1110,85
23,24,11,1048,86.5
24,23,11,1029,88
1,22,11,912,89
2,21,10,885,90
3,20,11,937,90.5
4,20,10,932,91
5,19,10,954,91
6,18,10,1073,91
7,18,10,1113,91
8,17,10,1206,91
9,20,11,1144,90.5
10,23,14,1266,90
11,26,17,1264,87.99999999
12,29,19,1230,86
13,31,18,1287,83.49999999
14,33,20,1062,80.99999999
15,34,23,1209,78.5
16,35,26,1077,76
17,34,28,1019,73.49999999
18,34,29,1117,71
19,33,30,1324,69.5
20,34,30,1188,67.99999999
21,34,31,1381,65.5
22,35,32,1119,63
23,35,33,938,62
24,37,34,901,61
1,36,35,835,63.50000001
2,37,36,805,65.99999999
3,38,38,777,63.5
4,39,38,799,61
5,40,39,857,63.00000001
6,41,39,966,65
7,41,40,1072,67.00000001
8,40,39,1116,69.00000001
9,42,40,1133,70.5
10,44,40,1180,72
11,45,37,1212,73
12,46,36,1138,74
13,46,35,1118,75.5
14,48,34,1037,77
15,47,33,1084,77
16,48,34,1105,77
17,48,34,1016,76
18,47,33,1168,75
19,45,33,1264,76
20,43,33,1177,76.99999999
21,42,32,1071,76
22,40,33,1034,75
23,41,33,922,76
24,40,33,911,77
1,38,32,941,76.5
2,38,32,879,76
3,36,32,824,76.5
4,37,32,809,77
5,36,32,948,78
6,35,32,960,79
7,35,32,1008,79
8,35,32,1042,78.99999999
9,37,35,1070,78
10,41,37,1064,77
11,45,39,1056,78.5
12,47,41,1102,80
13,49,41,1056,77.99999999
14,51,42,1020,75.99999999
15,50,42,912,74.5
16,50,42,910,73
17,46,42,1002,71.5
18,44,40,1106,70
19,42,38,1262,69
20,40,35,1182,67.99999999
21,39,33,1167,66
22,38,31,1089,64
23,36,28,932,59.99999999
24,35,27,837,56
1,34,25,820,56
2,33,24,845,56.00000001
3,32,22,849,57
4,31,22,853,58
5,31,21,889,58.5
6,31,20,958,59
7,29,19,1027,61.50000001
8,28,19,1180,64.00000001
9,29,18,1149,65.5
10,31,17,1214,67
11,32,16,1242,68.5
12,34,15,1153,70
13,35,14,1175,72.00000001
14,36,14,1089,74
15,36,13,1066,74
16,37,12,1155,74
17,36,12,980,75.5
18,35,13,1122,77
19,33,14,1221,77.5
20,32,13,1232,78
21,31,13,1141,78
22,29,15,1235,78
23,29,15,939,78.5
24,28,15,872,79
1,27,15,809,79.5
2,26,14,785,80.00000001
3,25,14,788,81
4,25,14,782,82
5,24,14,916,81
6,24,14,1054,80
7,24,13,1169,81
8,24,13,1186,82.00000001
9,25,12,1163,83
10,26,10,1183,84
11,27,8,1215,86.00000001
12,27,8,1206,88
13,29,5,1202,87.5
14,29,4,1027,86.99999998
15,28,5,1137,83.5
16,28,5,1154,80
17,26,7,1169,76.49999999
18,25,5,1187,73
19,22,4,1343,70.49999999
20,20,3,1321,67.99999999
21,19,2,1197,66.5
22,17,2,1227,65
23,16,2,905,60.49999999
24,16,2,920,56
1,15,1,826,59.00000001
2,14,1,830,62
3,13,0,823,62
4,12,0,819,62
5,11,0,878,64.00000001
6,11,-1,1061,66
7,10,-2,1175,63.99999999
8,10,-2,1324,62.00000001
9,11,-2,1291,64.5
10,13,-2,1264,67
11,16,-2,1271,70.00000001
12,18,-2,1155,73
13,21,-2,1337,74
14,22,-2,1103,75
15,24,-1,1230,75.5
16,25,0,1240,76
17,26,0,1176,77
18,25,1,1241,78
19,24,1,1426,78.5
20,23,2,1306,79.00000001
21,21,4,1197,80
22,21,5,1244,81
23,20,6,1039,82
24,20,6,961,83
1,20,6,975,83.5
2,21,6,863,84
3,19,7,807,84.5
4,20,8,817,85
5,20,8,882,86
6,20,9,1021,87
7,19,7,1156,87
8,18,7,1219,87.00000001
9,20,6,1172,88
10,22,4,1230,89
11,23,2,1275,89
12,25,0,1222,89
13,26,0,1315,86.99999999
14,28,0,1090,84.99999997
15,29,-1,1106,79
16,29,-1,1174,73
17,29,-2,1219,64.49999998
18,28,-2,1231,56
19,26,-1,1363,49.99999998
20,25,-1,1305,43.99999998
21,24,0,1241,41
22,24,1,1241,38
23,23,2,1037,46.50000002
24,23,3,1011,55
1,23,3,926,57.50000001
2,22,10,937,60
3,22,10,819,59.5
4,20,15,860,59
5,20,16,926,59.5
6,20,17,1018,60
7,21,18,1097,61.5
8,21,19,1193,63
9,22,19,1103,62.5
10,23,20,1273,62
11,24,21,1275,58.99999999
12,24,21,1141,56
13,25,22,1206,59.50000001
14,25,22,1017,63
15,26,22,1244,62.5
16,26,23,1226,62
17,26,23,1125,61.5
18,25,23,988,61
19,25,23,1214,62.5
20,26,23,1098,64.00000001
21,26,23,1080,66.5
22,26,23,1043,69
23,26,22,921,69.5
24,26,22,882,70
1,24,21,791,73.50000001
2,24,21,784,77.00000002
3,24,21,795,80
4,24,21,799,83
5,25,20,891,83.5
6,25,20,974,84
7,24,21,1018,83.5
8,24,20,1056,83
9,25,21,1118,83
10,26,22,1170,83
11,27,22,1146,83
12,29,23,1182,83
13,30,24,1198,82.5
14,31,24,1053,81.99999997
15,32,25,1088,76.5
16,33,26,1119,71
17,33,26,1070,70
18,32,25,1151,69
19,32,26,1284,68.5
20,31,26,1280,68.00000001
21,31,26,1197,69
22,31,26,1177,70
23,31,27,940,69
24,30,28,855,68
1,30,29,772,68.5
2,30,28,751,68.99999999
3,30,28,743,68
4,29,28,794,67
5,29,28,825,69.00000001
6,30,25,916,71
7,29,24,993,72.5
8,28,22,1039,74.00000001
9,29,20,1086,75.5
10,30,19,1126,77
11,31,17,1107,77
12,32,16,1101,77
13,33,15,1040,78
14,33,14,895,79.00000001
15,33,12,965,80.5
16,32,10,934,82
17,32,10,968,84.00000001
18,31,9,1083,86
19,28,9,1179,89.50000001
20,27,8,1132,93
21,25,8,1061,93
22,23,7,1092,93
23,22,7,847,93
24,21,6,811,93
1,20,6,753,92.5
2,19,6,776,92
3,18,5,763,92
4,16,5,783,92
5,15,5,855,91.5
6,14,4,996,91
7,13,4,1094,90.5
8,13,3,1056,90
9,15,4,1144,89.5
10,18,4,1166,89
11,20,4,1216,89
12,22,4,1077,89
13,23,5,1138,89
14,24,5,1071,89.00000001
15,25,6,1159,90.5
16,25,6,1076,92
17,24,6,951,92.5
18,24,7,1101,93
19,23,9,1238,91.5
20,23,12,1239,89.99999998
21,22,15,1180,86.5
22,20,16,1112,83
23,21,15,931,79.99999999
24,20,15,852,77
1,20,16,814,78
2,20,15,799,79
3,19,15,777,79.5
4,18,15,794,80
5,18,14,921,82.50000001
6,18,14,964,85
7,17,12,1095,85
8,17,12,1180,85
9,17,11,1126,84.5
10,19,11,1219,84
11,22,12,1225,85
12,24,12,1163,86
13,25,11,1191,83.99999999
14,27,10,1044,82
15,27,11,1126,81.5
16,27,11,1155,81
17,27,11,1154,80.5
18,27,11,1181,80
19,26,9,1333,80.5
20,25,9,1346,81.00000001
21,24,10,1223,82.5
22,22,10,1212,84
23,21,8,949,84.5
24,19,7,859,85
1,18,8,817,84
2,15,7,809,82.99999999
3,15,6,785,82
4,13,5,755,81
5,14,6,901,81.5
6,13,6,1071,82
7,12,5,1040,83
8,12,5,1234,84.00000001
9,14,6,1126,85.5
10,18,8,1268,87
11,22,10,1351,88.5
12,25,11,1144,90
13,28,11,1196,90
14,30,13,1130,89.99999999
15,31,15,1117,87.5
16,32,16,1133,85
17,32,16,1145,80.99999999
18,31,17,1183,77
19,30,17,1327,73.49999999
20,29,18,1334,69.99999997
21,28,16,1145,65
22,26,15,1157,60
23,25,14,1099,55.49999999
24,24,13,871,51
1,23,10,814,49.5
2,22,9,798,47.99999999
3,20,8,785,46.5
4,19,8,818,45
5,19,8,853,57.00000003
6,18,7,964,69
7,17,6,1144,72.50000001
8,18,6,1191,76
9,19,7,1171,76.5
10,22,7,1263,77
11,24,5,1260,72.49999999
12,27,3,1188,68
13,28,3,1193,68.5
14,30,2,1124,68.99999999
15,31,1,1165,68
16,32,1,1158,67
17,31,2,1253,69.00000001
18,31,1,1181,71
19,28,1,1352,70.5
20,28,1,1212,70.00000002
21,26,1,1121,73.5
22,25,2,1082,77
23,24,4,931,69.99999998
24,23,3,905,63
1,21,4,827,62.5
2,20,3,804,61.99999998
3,19,4,796,59
4,19,5,803,56
5,19,4,898,57
6,19,3,997,58
7,19,3,1026,54.99999999
8,18,4,1093,51.99999998
9,20,6,1142,48
10,22,5,1173,44
11,24,6,1205,43.5
12,27,8,1103,43
13,29,8,1131,42
14,30,10,1020,40.99999999
15,31,12,1059,39.5
16,32,14,1103,38
17,32,16,1047,37
18,32,17,1317,36
19,31,20,1232,33.49999999
20,31,22,1213,31
21,30,24,1102,30.5
22,29,24,1084,30
23,29,24,932,28.5
24,28,24,910,27
1,28,23,806,29.00000001
2,28,23,744,31.00000001
3,27,23,788,33
4,25,24,842,35
5,25,22,782,32.99999999
6,24,21,878,31
7,24,21,999,40.00000003
8,24,21,963,49.00000003
9,26,22,1156,54.5
10,26,22,1156,60
11,27,22,1164,61.5
12,28,22,1187,63
13,28,22,1193,64
14,28,22,1050,65.00000001
15,29,23,1086,66
16,29,24,1098,67
17,30,24,1161,66
18,30,25,1127,65
19,29,25,1211,65
20,29,25,1067,65.00000001
21,29,26,1070,66
22,29,26,1020,67
23,29,26,905,67
24,29,25,825,67
1,28,23,878,65.5
2,27,22,750,64.00000001
3,25,18,811,65.5
4,24,16,820,67
5,24,16,871,65.5
6,23,16,933,64
7,23,15,964,70.50000002
8,24,15,1033,76.99999997
9,25,16,1019,71
10,26,15,1154,65
11,27,14,1083,75.00000003
12,28,15,1019,85
13,30,15,999,84.5
14,30,15,1073,83.99999993
15,31,16,1024,71.5
16,31,16,1046,59
17,31,16,1067,57.5
18,30,16,1116,56
19,30,16,1203,53.99999999
20,28,15,1252,52.00000001
21,27,13,1109,53
22,26,13,1018,54
23,25,11,951,55
24,24,11,843,56
1,22,9,790,55.5
2,22,7,810,55.00000001
3,21,6,815,56
4,20,5,852,57
5,19,3,901,58
6,18,2,931,59
7,17,2,1019,59.5
8,17,1,1096,60.00000001
9,18,2,1213,61
10,19,2,1269,62
11,20,2,1063,62.5
12,22,4,1083,63
13,23,3,1217,65.00000001
14,24,4,1075,67
15,25,3,1178,66.5
16,26,3,1144,66
17,26,3,1230,67.5
18,25,2,1153,69
19,23,3,1273,69
20,23,2,1219,69.00000001
21,22,3,1095,71.5
22,21,4,1055,74
23,21,5,919,73.5
24,20,5,830,73
1,19,5,760,73.5
2,18,4,745,74
3,18,4,748,73.5
4,17,4,844,73
5,16,3,895,75.50000001
6,15,3,1031,78
7,14,2,1051,81.00000001
8,15,2,1157,84
9,17,3,1147,84.5
10,20,4,1214,85
11,23,4,1187,86
12,25,5,1169,87
13,28,5,1188,88.5
14,29,7,1097,89.99999999
15,31,8,1151,89
16,31,9,1098,88
17,31,9,1150,87
18,31,10,1108,86
19,29,10,1272,79.99999998
20,28,11,1249,73.99999997
21,27,11,1135,69.5
22,26,11,1147,65
23,25,12,963,63.5
24,24,11,752,62
1,22,11,657,61.5
2,21,11,658,61.00000001
3,21,10,672,63.5
4,20,10,717,66
5,20,10,756,68.00000001
6,17,9,869,70
7,17,9,996,69.5
8,17,10,1122,69
9,21,12,1107,69.5
10,26,14,1169,70
11,30,13,1194,71.5
12,32,12,1163,73
13,34,11,1188,75.50000001
14,35,10,1049,78
15,37,11,1089,78.5
16,38,10,1102,79
17,39,10,1173,82.00000001
18,38,10,1138,85
19,35,11,1172,84
20,34,11,1261,82.99999998
21,33,13,1197,79.5
22,31,14,1153,76
23,31,14,994,79.50000001
24,30,15,749,83
1,30,14,640,81.5
2,30,15,687,79.99999997
3,29,15,649,75.5
4,29,15,655,71
5,27,15,771,68.49999999
6,26,15,879,66
7,25,15,1096,66
8,26,16,1147,66
9,29,17,1095,66
10,32,17,1190,66
11,34,18,1176,66.5
12,36,19,1125,67
13,37,19,1189,66
14,38,20,1056,65
15,37,23,1091,65
16,36,27,1172,65
17,36,28,1070,68.00000001
18,36,28,1064,71
19,36,28,1188,74.50000001
20,36,28,1250,77.99999996
21,37,28,1134,71
22,37,29,1191,64
23,38,30,959,62.5
24,37,29,759,61
1,37,28,700,62
2,36,28,672,63
3,36,28,668,63.5
4,36,28,679,64
5,36,28,776,62.5
6,35,27,906,61
7,34,26,1165,61
8,32,26,1115,61.00000001
9,35,26,1099,63
10,37,27,1192,65
11,38,27,1212,64.5
12,39,28,1137,64
13,40,28,1209,64
14,43,29,984,63.99999999
15,44,30,1120,62.5
16,45,31,1142,61
17,45,32,1001,64.00000001
18,45,32,990,67
19,44,33,1199,64.99999999
20,45,34,1109,63.00000002
21,44,34,1018,66.5
22,43,35,1025,70
23,43,36,870,72.50000001
24,42,35,675,75
1,40,34,636,76
2,39,34,620,77.00000001
3,40,35,641,78
4,38,33,684,79
5,38,34,707,80.5
6,38,34,842,82
7,38,34,998,78.49999999
8,37,35,1048,75.00000004
9,38,35,1072,82.5
10,38,37,1141,90
11,38,36,1071,91.5
12,36,34,1087,93
13,33,31,1130,90.99999999
14,33,30,1006,89
15,30,27,1027,89
16,27,24,1123,89
17,24,21,1185,91.00000001
18,22,18,1052,93
19,19,15,1150,82.99999997
20,18,13,1201,72.99999996
21,16,11,1053,66
22,16,10,1050,59
23,15,8,916,56.99999999
24,15,7,722,55
1,15,5,682,51.49999999
2,14,4,646,48.00000001
3,13,3,692,49.5
4,11,2,610,51
5,10,-1,765,52
6,9,-2,840,53
7,9,-4,967,55.00000001
8,9,-4,1032,57
9,10,-3,1029,56.5
10,12,-2,1122,56
11,14,0,1172,57
12,16,0,1038,58
13,18,1,1080,61.50000001
14,20,2,1021,65.00000001
15,20,2,1014,66
16,21,2,1149,67
17,21,2,1020,70.50000001
18,21,1,1025,74
19,20,1,1067,73.5
20,19,2,1075,72.99999999
21,18,1,895,71.5
22,17,1,836,70
23,17,1,726,70.5
24,16,1,537,71
1,16,1,519,76.50000002
2,15,2,506,81.99999997
3,13,2,526,77.5
4,12,1,610,73
5,11,1,610,79.00000002
6,11,2,648,85
7,11,2,864,88.00000001
8,12,2,938,91
9,15,4,965,91.5
10,18,4,1058,92
11,20,4,1047,93
12,22,4,1053,94
13,24,4,1045,92.5
14,25,4,966,90.99999999
15,26,4,1072,89
16,27,4,923,87
17,27,4,978,83.99999999
18,27,3,873,81
19,25,4,994,77.49999999
20,24,4,915,73.99999998
21,23,5,840,70.5
22,21,5,838,67
23,19,5,715,57.99999997
24,19,5,498,49
1,18,6,556,47.5
2,17,7,448,46.00000001
3,17,8,442,48
4,17,7,452,50
5,16,7,469,49
6,16,7,597,48
7,15,7,854,51.00000001
8,17,8,862,54.00000003
9,20,9,930,58.5
10,23,11,961,63
11,27,15,991,64
12,28,18,1037,65
13,28,21,1065,70.00000001
14,29,22,956,75
15,29,25,1082,74.5
16,29,26,1115,74
17,29,27,1176,78.50000001
18,29,28,1163,83
19,30,28,1253,88.00000001
20,30,29,1200,93
21,30,29,1102,93.5
22,30,29,1103,94
23,31,29,983,94.5
24,31,29,803,95
1,31,30,615,95
2,31,30,592,94.99999999
3,30,29,533,94
4,30,29,631,93
5,31,30,650,93
6,31,30,810,93
7,31,29,1082,93
8,32,30,1095,93.00000001
9,32,30,1100,94
10,32,31,1113,95
11,32,30,1144,94
12,33,30,1089,93
13,33,29,1237,93
14,34,29,1016,92.99999999
15,33,28,1067,91
16,34,27,1086,89
17,33,27,1161,90.5
18,33,26,1047,92
19,33,26,1174,86.99999999
20,32,26,1187,81.99999998
21,31,26,1107,79
22,29,26,1119,76
23,29,25,1040,72.99999999
24,27,25,719,70
1,27,25,648,66.49999999
2,27,25,618,62.99999999
3,25,23,571,60.5
4,25,22,621,58
5,26,23,642,60.00000001
6,25,23,864,62
7,26,23,1088,64.00000001
8,26,24,1111,66.00000001
9,27,24,1085,68.5
10,29,25,1188,71
11,31,25,1123,74.50000001
12,33,26,1090,78
13,34,25,1159,80.50000001
14,36,24,1012,82.99999999
15,36,24,1130,81.5
16,37,24,1093,80
17,37,24,1164,81.5
18,36,22,1086,83
19,34,23,1221,88.00000001
20,33,21,1249,93
21,32,20,1152,92.5
22,31,19,1231,92
23,30,18,973,93.5
24,29,18,730,95
1,28,17,708,95
2,28,16,659,95
3,27,16,629,95
4,25,14,627,95
5,24,13,720,93.5
6,23,13,954,92
7,23,13,1036,93
8,24,13,1088,94.00000001
9,26,14,969,95
10,29,15,1186,96
11,32,16,1139,93.49999999
12,34,16,1087,91
13,36,17,1159,93.00000001
14,37,16,949,94.99999999
15,38,17,1069,93
16,38,17,1006,91
17,39,17,959,82.99999998
18,38,17,991,75
19,36,17,1107,70.49999999
20,35,17,1169,66
21,34,17,1104,66.5
22,32,17,1131,67
23,32,17,870,66
24,31,17,644,65
1,30,17,624,61.49999999
2,29,17,616,58
3,29,17,612,58
4,28,17,642,58
5,28,17,669,58
6,27,17,906,58
7,27,17,957,67.00000003
8,28,17,1030,75.99999997
9,30,18,1043,70
10,33,19,1078,64
11,36,20,1021,73.50000003
12,37,19,1032,83
13,39,20,1067,85.50000001
14,41,21,984,88
15,41,21,992,88
16,43,21,1000,88
17,42,21,1005,88.5
18,41,21,993,89
19,40,21,1083,85.99999999
20,38,20,1180,82.99999999
21,36,20,1078,81
22,36,19,1065,79
23,34,18,887,76.99999999
24,34,18,653,75
1,33,17,624,76
2,32,18,616,76.99999999
3,31,18,612,75
4,31,18,642,73
5,30,18,669,76.00000001
6,30,18,906,79
7,29,18,957,80.5
8,30,19,1030,82.00000001
9,31,19,1043,84.5
10,34,19,1078,87
11,36,17,1021,88.5
12,38,17,1032,90
13,39,18,1067,90
14,40,17,984,89.99999999
15,41,18,992,88
16,41,17,1000,86
17,41,17,1005,80.99999999
18,39,17,993,76
19,37,17,1083,66.99999997
20,37,16,1180,57.99999997
21,35,16,1078,53
22,33,16,1065,48
23,33,16,887,47
24,31,16,653,46
1,30,16,605,48.00000001
2,29,16,600,49.99999999
3,28,16,588,49
4,28,15,630,48
5,27,15,667,53.50000002
6,26,15,905,59
7,25,15,1006,59
8,26,16,1047,59.00000002
9,29,17,1042,62
10,32,17,1113,65
11,35,16,1084,67.00000001
12,36,17,1089,69
13,38,17,1114,72.00000001
14,40,18,1014,74.99999999
15,41,17,1125,74
16,42,17,1006,73
17,42,20,1022,73
18,41,18,1044,73
19,38,21,1171,72.5
20,36,21,1141,72.00000001
21,34,22,1024,73
22,34,20,857,74
23,34,21,699,79.50000002
24,32,20,523,85
1,31,22,467,85.5
2,31,20,465,86.00000001
3,29,20,482,88
4,28,20,592,90
5,28,20,607,92.00000001
6,28,20,847,94
7,28,20,917,92.5
8,29,21,1001,90.99999999
9,33,20,1022,89
10,35,21,1067,87
11,37,21,1065,89.00000001
12,39,20,1074,91
13,41,19,1083,90.5
14,41,18,1016,89.99999999
15,42,16,1055,87.5
16,43,16,963,85
17,42,16,997,81.99999999
18,42,15,1057,79
19,39,16,1174,71.99999998
20,37,16,1227,64.99999998
21,36,16,1135,62
22,35,16,1102,59
23,34,17,912,55.49999999
24,33,17,726,52
1,32,16,660,53
2,30,15,651,53.99999999
3,30,15,642,52.5
4,29,15,663,51
5,28,15,755,52.5
6,28,14,978,54
7,27,15,1055,54.5
8,29,16,1107,55.00000002
9,33,16,1098,58.5
10,36,17,1191,62
11,38,17,1136,66.50000001
12,40,17,1135,71
13,42,17,1149,72.5
14,43,16,1016,74
15,45,15,1096,74.5
16,46,14,1100,75
17,46,14,1024,76.5
18,45,14,1004,78
19,42,16,1268,80.50000001
20,40,15,1249,83.00000001
21,38,15,1142,85.5
22,36,16,1085,88
23,35,14,923,88
24,33,14,715,88
1,31,15,685,88.5
2,30,16,677,89
3,30,15,661,89
4,29,16,684,89
5,29,16,750,90.5
6,28,16,921,92
7,27,16,1044,92
8,28,18,1058,92
9,33,18,1066,92.5
10,36,19,1157,93
11,39,18,1146,93
12,41,19,1111,93
13,41,22,1169,92
14,43,24,1007,90.99999998
15,43,28,1171,87
16,43,29,1009,83
17,43,31,1011,79.49999999
18,42,31,1068,76
19,41,31,1268,70.49999998
20,39,31,1221,64.99999998
21,38,32,1213,61
22,38,32,1144,57
23,37,32,945,59.00000001
24,36,32,777,61
1,36,31,757,58.99999999
2,36,31,656,57.00000001
3,36,32,649,58.5
4,35,31,681,60
5,35,31,728,60
6,35,30,887,60
7,34,29,1010,61.5
8,34,28,1049,63
9,36,28,1022,63.5
10,37,29,1161,64
11,39,28,1058,67.50000001
12,39,28,1166,71
13,40,28,1130,73.00000001
14,41,28,1041,74.99999999
15,42,27,1097,74
16,42,28,898,73
17,42,27,983,74
18,41,28,1051,75
19,40,28,1261,76
20,39,29,1157,77.00000001
21,37,28,1082,79
22,37,27,1048,81
23,36,26,870,84.50000001
24,35,24,661,88
1,34,23,655,88.5
2,34,22,635,88.99999998
3,33,21,628,86
4,33,20,656,83
5,32,19,704,85.00000001
6,32,19,896,87
7,31,20,936,89.50000001
8,33,21,1023,92
9,36,21,1016,92.5
10,41,20,1112,93
11,44,18,1054,94
12,46,17,1098,95
13,49,18,1110,94.5
14,50,18,1012,93.99999999
15,50,18,1084,91.5
16,51,19,982,89
17,51,19,932,83.49999998
18,50,19,919,78
19,48,20,1153,69.49999998
20,46,20,1117,60.99999999
21,43,21,1058,58.5
22,41,22,1044,56
23,39,23,819,61.50000002
24,38,23,713,67
1,38,23,701,66.5
2,37,24,635,65.99999999
3,35,24,627,64.5
4,34,23,632,63
5,33,23,665,62.5
6,34,23,920,62
7,34,22,899,62.5
8,35,22,911,63.00000002
9,37,21,939,67
10,38,20,1020,71
11,40,18,949,76.00000001
12,41,17,915,81
13,40,16,1018,82.5
14,40,16,939,84
15,41,17,983,84
16,41,17,1012,84
17,40,16,947,83.5
18,39,18,1012,83
19,37,22,1160,83.5
20,35,24,1174,83.99999999
21,34,26,1097,83
22,33,27,1054,82
23,33,28,843,83
24,32,28,641,84
1,32,28,653,85
2,32,28,661,86.00000001
3,32,29,677,87.5
4,32,29,681,89
5,32,29,741,89
6,32,30,908,89
7,33,30,933,86.99999999
8,32,30,979,84.99999999
9,33,31,992,83.5
10,34,30,1024,82
11,35,30,1034,84.00000001
12,36,30,1033,86
13,37,30,1142,88.00000001
14,38,29,1061,90
15,38,29,974,89.5
16,39,29,1033,89
17,40,28,1002,85.49999999
18,40,28,1056,82
19,39,29,1142,76.49999998
20,37,29,1181,71.00000004
21,34,29,1127,78.5
22,34,27,1027,86
23,34,29,875,82.99999999
24,33,29,638,80
1,32,28,608,73.99999998
2,31,27,569,67.99999999
3,31,28,575,66
4,31,28,710,64
5,31,27,747,64.5
6,31,27,919,65
7,30,26,974,66
8,33,28,1032,67.00000002
9,36,30,1091,70.5
10,40,31,1010,74
11,42,31,1217,76.00000001
12,44,29,1169,78
13,45,29,1159,79
14,46,28,1034,79.99999999
15,46,27,1081,79
16,46,25,1065,78
17,45,24,1070,80.00000001
18,44,24,1117,82
19,43,23,1271,84.00000001
20,41,22,1221,86.00000001
21,39,21,1145,87
22,38,20,1181,88
23,36,19,926,90.00000001
24,35,19,710,92
1,33,18,616,92.5
2,33,17,560,93
3,31,19,592,93.5
4,29,14,669,94
5,32,20,675,93.5
6,27,14,871,93
7,26,13,1041,93.5
8,29,13,1061,94
9,32,14,1089,94
10,34,14,1090,94
11,36,15,1207,94
12,38,14,1041,94
13,39,15,1223,93
14,40,15,974,91.99999999
15,41,16,1083,90
16,42,15,1095,88
17,42,15,1125,82.99999999
18,41,16,1051,78
19,40,17,1317,71.49999998
20,38,19,1291,64.99999998
21,37,22,1146,62
22,35,23,1223,59
23,34,23,996,53.49999998
24,32,24,731,48
1,31,24,751,45.99999999
2,30,25,645,44.00000005
3,31,21,625,52.5
4,29,24,657,61
5,28,25,705,66.00000001
6,27,24,921,71
7,28,25,1051,72.5
8,31,27,1063,74.00000002
9,34,29,989,77
10,38,28,1158,80
11,41,27,1107,82.00000001
12,44,26,1085,84
13,46,27,1126,80.99999999
14,46,27,1029,77.99999998
15,47,27,1093,75
16,47,27,1088,72
17,48,26,1060,73
18,47,27,1086,74
19,44,27,1273,74
20,42,27,1297,74.00000003
21,39,25,1185,79.5
22,38,27,1205,85
23,37,25,969,84.5
24,36,26,789,84
1,36,26,713,84
2,36,27,656,84
3,35,29,640,84
4,36,30,668,84
5,35,32,705,85
6,36,32,897,86
7,35,33,973,86
8,36,34,973,86
9,37,35,1019,86.5
10,37,36,1039,87
11,37,37,1110,86
12,38,37,1086,85
13,38,38,1148,84
14,39,38,1031,82.99999999
15,39,38,1097,82
16,40,39,958,81
17,40,38,1000,78.99999999
18,39,38,991,77
19,40,38,1117,73.99999999
20,39,38,1137,71
21,39,37,1041,71
22,39,38,1119,71
23,39,38,935,69.5
24,39,38,703,68
1,39,38,696,64.49999999
2,39,38,625,61
3,40,38,637,61
4,39,38,656,61
5,40,38,666,61.5
6,40,38,946,62
7,40,38,938,64.00000001
8,41,39,993,66.00000001
9,42,40,947,67.5
10,43,41,1032,69
11,44,41,1038,70.5
12,46,42,1038,72
13,47,43,1028,73.5
14,47,43,995,75
15,49,43,932,74.5
16,50,41,974,74
17,51,43,939,73.5
18,51,42,951,73
19,49,40,1079,70.49999999
20,47,39,994,67.99999999
21,46,38,982,67
22,45,36,918,66
23,44,35,800,62.99999999
24,43,35,762,60
1,41,34,648,55.49999999
2,40,33,624,50.99999998
3,39,32,654,47.5
4,38,31,687,44
5,37,30,695,44
6,37,30,845,44
7,35,29,893,47.00000001
8,39,30,934,50
9,43,30,939,50
10,47,30,993,50
11,49,31,989,51
12,51,31,964,52
13,52,31,945,52.5
